,title,keywords,id,genres,cast,director,soup
3585,The Players Club,strip club stripper dominatrix cat fight,19848,Drama,LisaRaye McCoy Dick Anthony Williams Judyann Elder Chrystale Wilson Adele Givens,Ice Cube,the player club strip club stripper dominatrix cat fight 19848 drama lisaray mccoy dick anthoni william judyann elder chrystal wilson adel given ice cube
3586,"As Above, So Below",paris treasure catacombs scientist singing in a car,256274,Horror Thriller,Perdita Weeks Ben Feldman Edwin Hodge Fran\u00e7ois Civil Marion Lambert,John Erick Dowdle,"as above, so below pari treasur catacomb scientist sing in a car 256274 horror thriller perdita week ben feldman edwin hodg fran\u00e7oi civil marion lambert john erick dowdl"
3587,Addicted,infidelity obsession lie sin interracial relationship,235271,Drama Thriller,Boris Kodjoe Brandon Gonzales Cameron Mills Emayatzy Corinealdi Garrett Hines,Bille Woodruff,addict infidel obsess lie sin interraci relationship 235271 drama thriller bori kodjo brandon gonzal cameron mill emayatzi corinealdi garrett hine bill woodruff
3588,Eve's Bayou,sister sister relationship menstruation superstition independent film curse,45153,Drama,Jurnee Smollett Meagan Good Lynn Whitfield Samuel L. Jackson Debbi Morgan,Kasi Lemmons,eve' bayou sister sister relationship menstruat superstit independ film curs 45153 drama jurne smollett meagan good lynn whitfield samuel l. jackson debbi morgan kasi lemmon
3589,Still Alice,mother professor illness,284293,Drama,Julianne Moore Alec Baldwin Kristen Stewart Kate Bosworth Shane McRae,Richard Glatzer,still alic mother professor ill 284293 drama juliann moor alec baldwin kristen stewart kate bosworth shane mcrae richard glatzer
3590,The Egyptian,egypt,24973,History Drama,Jean Simmons Victor Mature Gene Tierney Peter Ustinov Edmund Purdom,Michael Curtiz,the egyptian egypt 24973 histori drama jean simmon victor matur gene tierney peter ustinov edmund purdom michael curtiz
3591,Nighthawks,,21610,Action Crime Thriller,Sylvester Stallone Rutger Hauer Billy Dee Williams Lindsay Wagner Persis Khambatta,Bruce Malmuth,nighthawk nan 21610 action crime thriller sylvest stallon rutger hauer billi dee william lindsay wagner persi khambatta bruce malmuth
3592,Friday the 13th Part VIII: Jason Takes Manhattan,new york boat mask psychopath high school,10283,Horror Thriller,Kane Hodder Jensen Daggett Scott Reeves Barbara Bingham Peter Mark Richman,Rob Hedden,friday the 13th part viii: jason take manhattan new york boat mask psychopath high school 10283 horror thriller kane hodder jensen daggett scott reev barbara bingham peter mark richman rob hedden
3593,My Big Fat Greek Wedding,usa parents kids relationship greece culture clash midlife crisis,8346,Comedy Drama Romance,Nia Vardalos John Corbett Lainie Kazan Michael Constantine Andrea Martin,Joel Zwick,my big fat greek wed usa parent kid relationship greec cultur clash midlif crisi 8346 comedi drama romanc nia vardalo john corbett laini kazan michael constantin andrea martin joel zwick
3594,Spring Breakers,female nudity sex florida drug dealer nudity,122081,Drama Crime,James Franco Selena Gomez Vanessa Hudgens Ashley Benson Rachel Korine,Harmony Korine,spring breaker femal nuditi sex florida drug dealer nuditi 122081 drama crime jame franco selena gomez vanessa hudgen ashley benson rachel korin harmoni korin
3595,Halloween: The Curse of Michael Myers,mass murder nudity halloween attempt to escape cult,10987,Horror Thriller,Donald Pleasence Paul Rudd Marianne Hagan Mitchell Ryan Kim Darby,Joe Chappelle,halloween: the curs of michael myer mass murder nuditi halloween attempt to escap cult 10987 horror thriller donald pleasenc paul rudd mariann hagan mitchel ryan kim darbi joe chappel
3596,Y Tu Mamá También,mexico sex beach group sex male friendship,1391,Drama Romance,Gael Garc\u00eda Bernal Diego Luna Maribel Verd\u00fa Ana L\u00f3pez Mercado Diana Bracho,Alfonso Cuar\u00f3n,y tu mamá también mexico sex beach group sex male friendship 1391 drama romanc gael garc\u00eda bernal diego luna maribel verd\u00fa ana l\u00f3pez mercado diana bracho alfonso cuar\u00f3n
3597,Shaun of the Dead,record collection flower cheese pub surrey,747,Horror Comedy,Simon Pegg Nick Frost Kate Ashfield Lucy Davis Dylan Moran,Edgar Wright,shaun of the dead record collect flower chees pub surrey 747 horror comedi simon pegg nick frost kate ashfield luci davi dylan moran edgar wright
3598,The Haunting of Molly Hartley,,14745,Drama Horror,Haley Bennett Jake Weber Chace Crawford Shannon Woodward Shanna Collins,Mickey Liddell,the haunt of molli hartley nan 14745 drama horror haley bennett jake weber chace crawford shannon woodward shanna collin mickey liddel
3599,Lone Star,sheriff family secrets neo-western dark secrets,26748,Drama Mystery Romance,Chris Cooper Matthew McConaughey Elizabeth Pe\u00f1a Kris Kristofferson Joe Morton,John Sayles,lone star sheriff famili secret neo-western dark secret 26748 drama mysteri romanc chri cooper matthew mcconaughey elizabeth pe\u00f1a kri kristofferson joe morton john sayl
3600,Halloween 4: The Return of Michael Myers,sheriff scissors ambulance halloween twist,11357,Horror Thriller,Donald Pleasence Ellie Cornell Danielle Harris George P. Wilbur Michael Pataki,Dwight H. Little,halloween 4: the return of michael myer sheriff scissor ambul halloween twist 11357 horror thriller donald pleasenc elli cornel daniel harri georg p. wilbur michael pataki dwight h. littl
3601,April Fool's Day,island party murder teen movie slasher,24913,Horror Mystery,Deborah Foreman Thomas F. Wilson Lloyd Berry Tom Heaton Ken Olandt,Fred Walton,april fool' day island parti murder teen movi slasher 24913 horror mysteri deborah foreman thoma f. wilson lloyd berri tom heaton ken olandt fred walton
3602,Diner,diner baltimore maryland fake accident gambling debt twenty something,13776,Comedy Drama,Steve Guttenberg Daniel Stern Mickey Rourke Kevin Bacon Tim Daly,Barry Levinson,diner diner baltimor maryland fake accid gambl debt twenti someth 13776 comedi drama steve guttenberg daniel stern mickey rourk kevin bacon tim dali barri levinson
3603,Lone Wolf McQuade,martial arts kung fu texas fbi wheelchair,14854,Action Crime Drama Romance Thriller,Chuck Norris David Carradine Barbara Carrera Leon Isaac Kennedy Dana Kimmell,Steve Carver,lone wolf mcquad martial art kung fu texa fbi wheelchair 14854 action crime drama romanc thriller chuck norri david carradin barbara carrera leon isaac kennedi dana kimmel steve carver
3604,Apollo 18,moon nasa infection barbecue moon landing,50357,Horror Thriller Science Fiction,Ryan Robbins Warren Christie Lloyd Owen Andrew Airlie Michael Kopsa,Gonzalo L\u00f3pez-Gallego,apollo 18 moon nasa infect barbecu moon land 50357 horror thriller scienc fiction ryan robbin warren christi lloyd owen andrew airli michael kopsa gonzalo l\u00f3pez-gallego
3605,Sunshine Cleaning,suicide single parent sister sister relationship cleaning lady new mexico,13090,Comedy Drama,Amy Adams Emily Blunt Alan Arkin Jason Spevack Steve Zahn,Christine Jeffs,sunshin clean suicid singl parent sister sister relationship clean ladi new mexico 13090 comedi drama ami adam emili blunt alan arkin jason spevack steve zahn christin jeff
3606,No Escape,hotel revolution race against time engineer coup,192141,Action Thriller,Owen Wilson Lake Bell Pierce Brosnan Sterling Jerins Claire Geare,John Erick Dowdle,no escap hotel revolut race against time engin coup 192141 action thriller owen wilson lake bell pierc brosnan sterl jerin clair gear john erick dowdl
3607,The Beastmaster,sword fight animal,16441,Action Fantasy,Marc Singer Tanya Roberts Rip Torn John Amos Joshua Milrad,Don Coscarelli,the beastmast sword fight anim 16441 action fantasi marc singer tanya robert rip torn john amo joshua milrad don coscarelli
3608,Solomon and Sheba,israel egypt religion and supernatural epic,29996,Drama History Romance War,Yul Brynner Gina Lollobrigida George Sanders Marisa Pavan David Farrar,King Vidor,solomon and sheba israel egypt religion and supernatur epic 29996 drama histori romanc war yul brynner gina lollobrigida georg sander marisa pavan david farrar king vidor
3609,Fifty Shades of Black,sex black parody spoof millionaire,351819,Romance Comedy,Marlon Wayans Kali Hawk Fred Willard Mike Epps Affion Crockett,Michael Tiddes,fifti shade of black sex black parodi spoof millionair 351819 romanc comedi marlon wayan kali hawk fred willard mike epp affion crockett michael tidd
3610,Not Easily Broken,,14834,Drama Romance,Morris Chestnut Taraji P. Henson Maeve Quinlan Kevin Hart Jenifer Lewis,Bill Duke,not easili broken nan 14834 drama romanc morri chestnut taraji p. henson maev quinlan kevin hart jenif lewi bill duke
3611,A Farewell to Arms,italy nurse love letter officer priest,22649,Drama Romance War,Helen Hayes Gary Cooper Adolphe Menjou Mary Philips Jack La Rue,Frank Borzage,a farewel to arm itali nurs love letter offic priest 22649 drama romanc war helen hay gari cooper adolph menjou mari philip jack la rue frank borzag
3612,The Perfect Match,bet match playboy fear of commitment best friend,378200,Comedy Romance,Terrence Jenkins Paula Patton Kali Hawk Lauren London Brandy Norwood,Bille Woodruff,the perfect match bet match playboy fear of commit best friend 378200 comedi romanc terrenc jenkin paula patton kali hawk lauren london brandi norwood bill woodruff
3613,Digimon: The Movie,video game monster loss of energy egg computer,20455,Fantasy Animation Science Fiction Family,Lara Jill Miller Joshua Seth Bob Papenbrook Doug Berholt Steve Blum,Mamoru Hosoda,digimon: the movi video game monster loss of energi egg comput 20455 fantasi anim scienc fiction famili lara jill miller joshua seth bob papenbrook doug berholt steve blum mamoru hosoda
3614,Saved!,christianity gay coming out independent film coming of age,13193,Comedy Drama,Jena Malone Mandy Moore Macaulay Culkin Patrick Fugit Heather Matarazzo,Brian Dannelly,saved! christian gay come out independ film come of age 13193 comedi drama jena malon mandi moor macaulay culkin patrick fugit heather matarazzo brian dannelli
3615,The Barbarian Invasions,father son relationship socialism yuppie professor dying and death,11042,Comedy Crime Drama,R\u00e9my Girard St\u00e9phane Rousseau Marie-Jos\u00e9e Croze Doroth\u00e9e Berryman Louise Portal,Denys Arcand,the barbarian invas father son relationship social yuppi professor die and death 11042 comedi crime drama r\u00e9mi girard st\u00e9phan rousseau marie-jos\u00e9 croze doroth\u00e9 berryman louis portal deni arcand
3616,Robin and Marian,england crusade robin hood king richard,10786,Action Adventure Drama Romance,Sean Connery Audrey Hepburn Robert Shaw Richard Harris Nicol Williamson,Richard Lester,robin and marian england crusad robin hood king richard 10786 action adventur drama romanc sean conneri audrey hepburn robert shaw richard harri nicol williamson richard lester
3617,The Forsaken,vampire full moon poster hitchhiker homoeroticism,12484,Action Adventure Horror Thriller,Kerr Smith Brendan Fehr Izabella Miko Johnathon Schaech Phina Oruche,J.S. Cardone,the forsaken vampir full moon poster hitchhik homoerotic 12484 action adventur horror thriller kerr smith brendan fehr izabella miko johnathon schaech phina oruch j.s. cardon
3618,Force 10 from Navarone,gun traitor nazis bridge major,17339,Action Adventure War Thriller,Harrison Ford Robert Shaw Barbara Bach Edward Fox Franco Nero,Guy Hamilton,forc 10 from navaron gun traitor nazi bridg major 17339 action adventur war thriller harrison ford robert shaw barbara bach edward fox franco nero guy hamilton
3619,UHF,loser tv station game show tv star music video,11959,Comedy,"""Weird Al"" Yankovic Victoria Jackson Michael Richards David Bowe Fran Drescher",Jay Levey,"uhf loser tv station game show tv star music video 11959 comedi ""weird al"" yankov victoria jackson michael richard david bow fran drescher jay levey"
3620,Grandma's Boy,video game grandmother grandson relationship man child stoner game tester,9900,Comedy,Linda Cardellini Allen Covert Peter Dante Shirley Knight Joel David Moore,Nicholaus Goossen,grandma' boy video game grandmoth grandson relationship man child stoner game tester 9900 comedi linda cardellini allen covert peter dant shirley knight joel david moor nicholau goossen
3621,Slums of Beverly Hills,sex independent film moving beverly hills woman director,14662,Comedy Drama,Natasha Lyonne Alan Arkin Marisa Tomei Eli Marienthal Mena Suvari,Tamara Jenkins,slum of beverli hill sex independ film move beverli hill woman director 14662 comedi drama natasha lyonn alan arkin marisa tomei eli marienth mena suvari tamara jenkin
3622,Once Upon a Time in the West,showdown bounty bounty hunter loss of brother sadness,335,Western,Henry Fonda Claudia Cardinale Jason Robards Charles Bronson Gabriele Ferzetti,Sergio Leone,onc upon a time in the west showdown bounti bounti hunter loss of brother sad 335 western henri fonda claudia cardinal jason robard charl bronson gabriel ferzetti sergio leon
3623,Made,,15745,Action Comedy Thriller,Vince Vaughn Jon Favreau Sean Combs Famke Janssen Peter Falk,Jon Favreau,made nan 15745 action comedi thriller vinc vaughn jon favreau sean comb famk janssen peter falk jon favreau
3624,Moon,moon artificial intelligence clone isolation future,17431,Science Fiction Drama,Sam Rockwell Kevin Spacey Dominique McElligott Rosie Shaw Adrienne Shaw,Duncan Jones,moon moon artifici intellig clone isol futur 17431 scienc fiction drama sam rockwel kevin spacey dominiqu mcelligott rosi shaw adrienn shaw duncan jone
3625,Keeping Up with the Steins,bar mitvah party independent film,21014,Comedy,Daryl Sabara Jami Gertz Jeremy Piven Cheryl Hines Carter Jenkins,Scott Marshall,keep up with the stein bar mitvah parti independ film 21014 comedi daryl sabara jami gertz jeremi piven cheryl hine carter jenkin scott marshal
3626,Sea Rex 3D: Journey to a Prehistoric World,prehistoric dinosaur imax underwater scene 3d,78394,Documentary,Guillaume Denaiffe Norbert Ferrer Chloe Hollings Richard Rider Tom Yang,Ronan Chapalain,sea rex 3d: journey to a prehistor world prehistor dinosaur imax underwat scene 3d 78394 documentari guillaum denaiff norbert ferrer chloe holl richard rider tom yang ronan chapalain
3627,The Sweet Hereafter,canada suffering village paralysis independent film,10217,Drama,Ian Holm Caerthan Banks Sarah Polley Tom McCamus Gabrielle Rose,Atom Egoyan,the sweet hereaft canada suffer villag paralysi independ film 10217 drama ian holm caerthan bank sarah polley tom mccamu gabriel rose atom egoyan
3628,Of Gods and Men,monk sunrise medicine hostage evacuation,46332,Drama History,Lambert Wilson Michael Lonsdale Olivier Rabourdin Philippe Laudenbach Jacques Herlin,Xavier Beauvois,of god and men monk sunris medicin hostag evacu 46332 drama histori lambert wilson michael lonsdal olivi rabourdin philipp laudenbach jacqu herlin xavier beauvoi
3629,Bottle Shock,wine garden wine winzer,13996,Comedy Drama,Alan Rickman Chris Pine Bill Pullman Rachael Taylor Freddy Rodr\u00edguez,Randall Miller,bottl shock wine garden wine winzer 13996 comedi drama alan rickman chri pine bill pullman rachael taylor freddi rodr\u00edguez randal miller
3630,Jekyll and Hyde ... Together Again,double life musical jekyll and hyde,3028,Comedy Horror Science Fiction,Mark Blankfield Bess Armstrong Krista Errickson Tim Thomerson Michael McGuire,Jerry Belson,jekyl and hyde ... togeth again doubl life music jekyl and hyde 3028 comedi horror scienc fiction mark blankfield bess armstrong krista errickson tim thomerson michael mcguir jerri belson
3631,Heavenly Creatures,mother sex secret obsession literature,1024,Drama Fantasy,Melanie Lynskey Kate Winslet Sarah Peirse Simon O'Connor Diana Kent,Peter Jackson,heavenli creatur mother sex secret obsess literatur 1024 drama fantasi melani lynskey kate winslet sarah peirs simon o'connor diana kent peter jackson
3632,90 Minutes in Heaven,hospital church,343795,Drama,Kate Bosworth Hayden Christensen Hudson Meek Bobby Batson Elizabeth Hunter,Michael Polish,90 minut in heaven hospit church 343795 drama kate bosworth hayden christensen hudson meek bobbi batson elizabeth hunter michael polish
3633,Everything Must Go,alcohol arizona beer playboy independent film,45658,Comedy Drama Romance,Rebecca Hall Will Ferrell Glenn Howerton Laura Dern Christopher Jordan Wallace,Dan Rush,everyth must go alcohol arizona beer playboy independ film 45658 comedi drama romanc rebecca hall will ferrel glenn howerton laura dern christoph jordan wallac dan rush
3634,Zero Effect,detective blackmail independent film,16148,Comedy Crime Mystery Thriller,Bill Pullman Ben Stiller Ryan O'Neal Kim Dickens Angela Featherstone,Jake Kasdan,zero effect detect blackmail independ film 16148 comedi crime mysteri thriller bill pullman ben stiller ryan o'neal kim dicken angela featherston jake kasdan
3635,The Machinist,factory insomnia post it machinist cleaning bathroom tile,4553,Thriller Drama,Christian Bale Jennifer Jason Leigh Aitana S\u00e1nchez-Gij\u00f3n John Sharian Michael Ironside,Brad Anderson,the machinist factori insomnia post it machinist clean bathroom tile 4553 thriller drama christian bale jennif jason leigh aitana s\u00e1nchez-gij\u00f3n john sharian michael ironsid brad anderson
3636,Light Sleeper,suicide drug dealer redemption addict existentialism,36351,Drama Crime,Willem Dafoe Susan Sarandon Dana Delany David Clennon Mary Beth Hurt,Paul Schrader,light sleeper suicid drug dealer redempt addict existenti 36351 drama crime willem dafo susan sarandon dana delani david clennon mari beth hurt paul schrader
3637,Kill the Messenger,biography,245916,Thriller Crime Drama Mystery,Jeremy Renner Mary Elizabeth Winstead Michael Sheen Ray Liotta Robert Patrick,Michael Cuesta,kill the messeng biographi 245916 thriller crime drama mysteri jeremi renner mari elizabeth winstead michael sheen ray liotta robert patrick michael cuesta
3638,Rabbit Hole,loss of son trauma toy marriage grief,27585,Drama,Nicole Kidman Aaron Eckhart Dianne Wiest Miles Teller Tammy Blanchard,John Cameron Mitchell,rabbit hole loss of son trauma toy marriag grief 27585 drama nicol kidman aaron eckhart diann wiest mile teller tammi blanchard john cameron mitchel
3639,Party Monster,new york hotel based on novel birthday bath,1415,Comedy Drama Crime,Seth Green Macaulay Culkin Chlo\u00eb Sevigny Diana Scarwid Marilyn Manson,Fenton Bailey,parti monster new york hotel base on novel birthday bath 1415 comedi drama crime seth green macaulay culkin chlo\u00eb sevigni diana scarwid marilyn manson fenton bailey
3640,Green Room,skinhead heroin music cover-up murder,313922,Horror Crime Thriller,Anton Yelchin Imogen Poots Alia Shawkat Joe Cole Callum Turner,Jeremy Saulnier,green room skinhead heroin music cover-up murder 313922 horror crime thriller anton yelchin imogen poot alia shawkat joe cole callum turner jeremi saulnier
3641,The Oh in Ohio,sex adultery depression infidelity nightclub,14474,Comedy Drama Romance,Parker Posey Danny DeVito Paul Rudd Mischa Barton Miranda Bailey,Billy Kent,the oh in ohio sex adulteri depress infidel nightclub 14474 comedi drama romanc parker posey danni devito paul rudd mischa barton miranda bailey billi kent
3642,Atlas Shrugged Part III: Who is John Galt?,trilogy ayn rand,199933,Drama Science Fiction Mystery,Eric Allan Kramer Rob Morrow Stephen Tobolowsky Kristoffer Polaha Lew Temple,James Manera,atla shrug part iii: who is john galt? trilog ayn rand 199933 drama scienc fiction mysteri eric allan kramer rob morrow stephen tobolowski kristoff polaha lew templ jame manera
3643,Bottle Rocket,brother brother relationship robbery burglar language barrier motel,13685,Comedy Crime Drama,Luke Wilson Owen Wilson Lumi Cavazos Andrew Wilson Robert Musgrave,Wes Anderson,bottl rocket brother brother relationship robberi burglar languag barrier motel 13685 comedi crime drama luke wilson owen wilson lumi cavazo andrew wilson robert musgrav we anderson
3644,Albino Alligator,brother brother relationship bar gun hostage siege,8744,Crime Drama Thriller,Matt Dillon Faye Dunaway Gary Sinise William Fichtner Viggo Mortensen,Kevin Spacey,albino allig brother brother relationship bar gun hostag sieg 8744 crime drama thriller matt dillon fay dunaway gari sinis william fichtner viggo mortensen kevin spacey
3645,"Gandhi, My Father",biography mahatma gandhi tragedy,38428,Drama Foreign History,Darshan Jariwala Akshaye Khanna Bhumika Chawla Shefali Shah Vinay Jain,Feroz Abbas Khan,"gandhi, my father biographi mahatma gandhi tragedi 38428 drama foreign histori darshan jariwala akshay khanna bhumika chawla shefali shah vinay jain feroz abba khan"
3646,Standard Operating Procedure,prison prisoner jail guard prison cell bagdad,8847,Documentary,Javal Davis Ken Davis Tony Diaz Tim Dugan Lynndie England,Errol Morris,standard oper procedur prison prison jail guard prison cell bagdad 8847 documentari javal davi ken davi toni diaz tim dugan lynndi england errol morri
3647,Out of the Blue,punk independent film coming of age teenage girl alcoholic father,39269,Drama,Dennis Hopper Raymond Burr Sharon Farrell Linda Manz Don Gordon,Dennis Hopper,out of the blue punk independ film come of age teenag girl alcohol father 39269 drama denni hopper raymond burr sharon farrel linda manz don gordon denni hopper
3648,Tucker and Dale vs Evil,cabin chainsaw hillbilly body in chipper cut off jeans,46838,Comedy Horror,Alan Tudyk Tyler Labine Katrina Bowden Jesse Moss Philip Granger,Eli Craig,tucker and dale vs evil cabin chainsaw hillbilli bodi in chipper cut off jean 46838 comedi horror alan tudyk tyler labin katrina bowden jess moss philip granger eli craig
3649,"Lovely, Still",independent film,51384,Drama Romance,Martin Landau Ellen Burstyn Adam Scott Elizabeth Banks,Nicholas Fackler,"lovely, still independ film 51384 drama romanc martin landau ellen burstyn adam scott elizabeth bank nichola fackler"
3650,Tycoon,mountains engineer railroad ethics,56930,Action Drama Romance,John Wayne Laraine Day Cedric Hardwicke Judith Anderson Anthony Quinn,Richard Wallace,tycoon mountain engin railroad ethic 56930 action drama romanc john wayn larain day cedric hardwick judith anderson anthoni quinn richard wallac
3651,Desert Blue,bomb fire fbi quarantine independent film,41730,Comedy Drama,Casey Affleck Kate Hudson Brendan Sexton III Christina Ricci Ethan Suplee,Morgan J. Freeman,desert blue bomb fire fbi quarantin independ film 41730 comedi drama casey affleck kate hudson brendan sexton iii christina ricci ethan suple morgan j. freeman
3652,Decoys,,18442,Horror Science Fiction Thriller,Kim Poirier Stefanie von Pfetten Elias Toufexis Meghan Ory Ennis Esmer,Matthew Hastings,decoy nan 18442 horror scienc fiction thriller kim poirier stefani von pfetten elia toufexi meghan ori enni esmer matthew hast
3653,The Visit,rap music pennsylvania brother sister relationship farm grandparents,298312,Horror Thriller,Olivia DeJonge Ed Oxenbould Kathryn Hahn Benjamin Kanes Deanna Dunagan,M. Night Shyamalan,the visit rap music pennsylvania brother sister relationship farm grandpar 298312 horror thriller olivia dejong ed oxenbould kathryn hahn benjamin kane deanna dunagan m. night shyamalan
3654,Redacted,iraq iraq war,11600,Drama War,Izzy Diaz Rob Devaney Ty Jones Anas Wellman Mike Figueroa,Brian De Palma,redact iraq iraq war 11600 drama war izzi diaz rob devaney ty jone ana wellman mike figueroa brian de palma
3655,Fascination,beach murder,71547,Romance Thriller,Jacqueline Bisset Adam Garcia James Naughton Stuart Wilson Alice Evans,Klaus Menzel,fascin beach murder 71547 romanc thriller jacquelin bisset adam garcia jame naughton stuart wilson alic evan klau menzel
3656,Area 51,found footage area 51,57876,Horror Thriller Science Fiction,Reid Warner Darrin Bragg Ben Rovner Jelena Nik Roy Abramsohn,Oren Peli,area 51 found footag area 51 57876 horror thriller scienc fiction reid warner darrin bragg ben rovner jelena nik roy abramsohn oren peli
3657,Sleep Tight,barcelona spain blackmail concierge caretaker stalking,77495,Thriller,Luis Tosar Marta Etura  Alberto San Juan Petra Mart\u00ednez Iris Almeida,Jaume Balaguer\u00f3,sleep tight barcelona spain blackmail concierg caretak stalk 77495 thriller lui tosar marta etura alberto san juan petra mart\u00ednez iri almeida jaum balaguer\u00f3
3658,The Cottage,ransom hostage hostage drama,13849,Horror Comedy Crime Thriller,Andy Serkis Reece Shearsmith Jennifer Ellison Steven O'Donnell James Bierman,Paul Andrew Williams,the cottag ransom hostag hostag drama 13849 horror comedi crime thriller andi serki reec shearsmith jennif ellison steven o'donnel jame bierman paul andrew william
3659,Dead Like Me: Life After Death,suicide life and death coma afterlife,14849,Drama Fantasy Comedy,Ellen Muth Jasmine Guy Callum Blue Sarah Wynter Britt McKillip,Stephen Herek,dead like me: life after death suicid life and death coma afterlif 14849 drama fantasi comedi ellen muth jasmin guy callum blue sarah wynter britt mckillip stephen herek
3660,Farce of the Penguins,penguin balzen antarctic,12486,Comedy Documentary,Samuel L. Jackson Jim Belushi Whoopi Goldberg Christina Applegate Jason Biggs,Bob Saget,farc of the penguin penguin balzen antarct 12486 comedi documentari samuel l. jackson jim belushi whoopi goldberg christina appleg jason bigg bob saget
3661,Flying By,,19615,Drama,Billy Ray Cyrus Heather Locklear Ahnaise Christmas Arabella Field Mo Collins,unknown,fli by nan 19615 drama billi ray cyru heather locklear ahnais christma arabella field mo collin unknown
3662,Rudderless,father son relationship rock band grieving father,244403,Music Drama Comedy,Billy Crudup Anton Yelchin Felicity Huffman Selena Gomez Laurence Fishburne,William H. Macy,rudderless father son relationship rock band griev father 244403 music drama comedi billi crudup anton yelchin felic huffman selena gomez laurenc fishburn william h. maci
3663,Henry & Me,baseball surrealism children new york yankees,292481,Family Animation,Richard Gere Luis Guzm\u00e1n Chazz Palminteri Cyndi Lauper Lucie Arnaz,Barrett Esposito,henri & me basebal surreal children new york yanke 292481 famili anim richard gere lui guzm\u00e1n chazz palminteri cyndi lauper luci arnaz barrett esposito
3664,Christmas Eve,photographer surgeon orchestra doctor car accident,340816,Romance Comedy,Patrick Stewart Cheryl Hines Gary Cole Jon Heder James Roday,Mitch Davis,christma eve photograph surgeon orchestra doctor car accid 340816 romanc comedi patrick stewart cheryl hine gari cole jon heder jame roday mitch davi
3665,We Have Your Husband,,78814,TV Movie Crime Drama Thriller,Teri Polo Esai Morales Nicholas Gonzalez Olivia d'Abo William R. Moses,Eric Bross,we have your husband nan 78814 tv movi crime drama thriller teri polo esai moral nichola gonzalez olivia d'abo william r. mose eric bross
3666,Dying of the Light,cia retirement espionage terrorism,297596,Thriller Drama,Nicolas Cage Anton Yelchin Alexander Karim Ir\u00e8ne Jacob Aymen Hamdouchi,Paul Schrader,die of the light cia retir espionag terror 297596 thriller drama nicola cage anton yelchin alexand karim ir\u00e8n jacob aymen hamdouchi paul schrader
3667,Born Of War,gun oil secret service woman director mina,299552,Action Thriller War,James Frain Sofia Black-D'Elia Lydia Leonard Joey Ansah Michael Maloney,Vicky Jewson,born of war gun oil secret servic woman director mina 299552 action thriller war jame frain sofia black-d'elia lydia leonard joey ansah michael maloney vicki jewson
3668,Capricorn One,helicopter nasa texas spacecraft beguilement,11935,Drama Action Thriller Science Fiction,Elliott Gould James Brolin Brenda Vaccaro Sam Waterston O.J. Simpson,Peter Hyams,capricorn one helicopt nasa texa spacecraft beguil 11935 drama action thriller scienc fiction elliott gould jame brolin brenda vaccaro sam waterston o.j. simpson peter hyam
3669,Should've Been Romeo,,113406,Comedy Drama,Paul Ben-Victor Ed Asner Jordenn Thompson Carol Kane Michael Rapaport,Marcia Bennett,should'v been romeo nan 113406 comedi drama paul ben-victor ed asner jordenn thompson carol kane michael rapaport marcia bennett
3670,Running Forever,,447027,Family,unknown,unknown,run forev nan 447027 famili unknown unknown
3671,Yoga Hosers,canada nazis sequel spin off ancient evil,290825,Comedy Fantasy Horror Thriller,Lily-Rose Depp Harley Quinn Smith Justin Long Austin Butler Adam Brody,Kevin Smith,yoga hoser canada nazi sequel spin off ancient evil 290825 comedi fantasi horror thriller lily-ros depp harley quinn smith justin long austin butler adam brodi kevin smith
3672,Navy Seals vs. Zombies,louisiana navy seal zombie violence infected,361159,Horror Action,"Ed Quinn Michael Dudikoff Rick Fox Chad ""Gunner"" Lail Molly Hagan",Stanton Barrett,"navi seal vs. zombi louisiana navi seal zombi violenc infect 361159 horror action ed quinn michael dudikoff rick fox chad ""gunner"" lail molli hagan stanton barrett"
3673,I Served the King of England,expensive restaurant luxury adolf hitler prague sudetendeutsch,12555,Comedy Drama,Ivan Barnev Old\u0159ich Kaiser Julia Jentsch Mari\u00e1n Labuda Martin Huba,Ji\u0159\u00ed Menzel,i serv the king of england expens restaur luxuri adolf hitler pragu sudetendeutsch 12555 comedi drama ivan barnev old\u0159ich kaiser julia jentsch mari\u00e1n labuda martin huba ji\u0159\u0 menzel
3674,Soul Kitchen,,31175,Drama Comedy,Adam Bousdoukos Birol \u00dcnel Moritz Bleibtreu Wotan Wilke M\u00f6hring Dorka Gryllus,Fatih Akin,soul kitchen nan 31175 drama comedi adam bousdouko birol \u00dcnel moritz bleibtreu wotan wilk m\u00f6hr dorka gryllu fatih akin
3675,Sling Blade,independent film repair shop southern death threat story,12498,Drama,Billy Bob Thornton Dwight Yoakam J. T. Walsh John Ritter Lucas Black,Billy Bob Thornton,sling blade independ film repair shop southern death threat stori 12498 drama billi bob thornton dwight yoakam j. t. walsh john ritter luca black billi bob thornton
3676,The Awakening,suicide england classroom investigation supernatural,77949,Horror Thriller,Rebecca Hall Dominic West Imelda Staunton Isaac Hempstead-Wright Lucy Cohu,Nick Murphy ,the awaken suicid england classroom investig supernatur 77949 horror thriller rebecca hall domin west imelda staunton isaac hempstead-wright luci cohu nick murphi
